pair,family_type,assessment_family,different_lineages,comparable_lineages,projects,rate,ci_low,ci_high,cohort,observational_unit
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateDevices,3,459,256,0.006535947712418301,0.0,0.01358695652173913,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateMounts,0,459,256,0.0,0.0,0.0,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateNetwork,0,459,256,0.0,0.0,0.0,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateTmp,2,459,256,0.004357298474945534,0.0,0.011905472212751438,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateUsers,0,459,256,0.0,0.0,0.0,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProcSubset,1,459,256,0.002178649237472767,0.0,0.007874533775383333,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectClock,1,459,256,0.002178649237472767,0.0,0.008021390374331552,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectControlGroups,4,459,256,0.008714596949891068,0.0021598272138228943,0.01727457580744788,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectHome,3,459,256,0.006535947712418301,0.0,0.016129032258064516,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectHostname,1,459,256,0.002178649237472767,0.0,0.007772020725388601,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectKernelLogs,2,459,256,0.004357298474945534,0.0,0.009542440850641478,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectKernelModules,4,459,256,0.008714596949891068,0.0021231422505307855,0.01750557688869211,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectKernelTunables,3,459,256,0.006535947712418301,0.0,0.015937391984573106,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectProc,2,459,256,0.004357298474945534,0.0,0.00970921007895432,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectSystem,4,459,256,0.008714596949891068,0.001718065951136845,0.019802525406725686,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RemoveIPC,10,459,256,0.02178649237472767,0.0,0.0697732558139534,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RestrictAddressFamilies,0,459,256,0.0,0.0,0.0,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RestrictNamespaces,2,459,256,0.004357298474945534,0.0,0.012286528953195597,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RestrictRealtime,1,459,256,0.002178649237472767,0.0,0.008,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RestrictSUIDSGID,1,459,256,0.002178649237472767,0.0,0.008021928001032236,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RootDirectoryOrRootImage,1,459,256,0.002178649237472767,0.0,0.00784339390206344,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,SupplementaryGroups,10,459,256,0.02178649237472767,0.0,0.07106598984771574,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,SystemCallArchitectures,2,459,256,0.004357298474945534,0.0,0.009560458159129787,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,SystemCallFilter,1,459,256,0.002178649237472767,0.0,0.005084961583839311,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,UMask,0,459,256,0.0,0.0,0.0,C1D,lineage-family
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,UserOrDynamicUser,10,459,256,0.02178649237472767,0.0,0.0687960687960688,C1D,lineage-family
